,loan_status,loan_amnt,grade,home_ownership,annual_inc,age,emp_cat,ir_cat
7144,0,3000,B,RENT,28000,22,0-15,11-Aug
26583,0,4000,C,RENT,20000,33,0-15,11-13.5
6984,0,6000,A,MORTGAGE,103000,32,0-15,0-8
16822,0,16000,B,MORTGAGE,86000,24,0-15,11-13.5
23748,0,15000,B,OWN,32000,24,0-15,Missing
27560,0,14000,E,RENT,120000,26,0-15,Missing
5072,0,8000,A,RENT,40000,31,0-15,0-8
19987,0,7000,F,RENT,40320,23,0-15,13.5+
5369,0,15000,A,OWN,66000,25,0-15,0-8
5825,0,5000,A,MORTGAGE,72000,26,0-15,11-Aug
12179,0,5000,A,RENT,65000,23,0-15,0-8
12707,0,8000,A,MORTGAGE,90000,27,0-15,0-8
12520,0,2600,E,RENT,38000,32,0-15,Missing
26277,0,8500,B,RENT,45000,30,0-15,11-13.5
1585,0,15000,B,RENT,47840,43,15-30,11-13.5
6526,0,12000,B,MORTGAGE,105000,26,0-15,11-13.5
10082,0,7100,B,RENT,15000,26,0-15,11-Aug
3743,0,6000,C,MORTGAGE,70000,29,0-15,13.5+
16420,0,5600,D,OWN,96000,27,0-15,13.5+
8148,0,12000,B,RENT,56755,22,0-15,11-Aug
17064,0,13000,C,RENT,67500,24,0-15,13.5+
19084,0,3200,C,MORTGAGE,96000,40,0-15,Missing
28616,0,6000,B,MORTGAGE,32388,23,0-15,11-Aug
2744,0,12000,A,MORTGAGE,50400,22,0-15,0-8
25502,0,25000,C,MORTGAGE,85000,30,0-15,11-13.5
27981,0,2500,B,RENT,65004,25,0-15,11-Aug
1905,0,16500,A,OWN,32968,22,30-45,11-Aug
2952,0,8000,A,MORTGAGE,28776,21,Missing,11-Aug
5379,0,6000,A,RENT,29000,23,0-15,0-8
21457,0,2500,A,OWN,33600,24,15-30,0-8
28133,0,12000,D,MORTGAGE,50268,31,0-15,11-13.5
12371,0,4000,A,RENT,50000,23,0-15,0-8
18510,0,2000,B,MORTGAGE,55200,23,0-15,11-13.5
6961,0,4000,B,RENT,80000,25,0-15,11-Aug
20195,0,5000,C,MORTGAGE,62000,30,0-15,11-13.5
28974,0,8275,A,MORTGAGE,49000,32,0-15,Missing
17640,0,25000,D,RENT,93600,23,0-15,13.5+
5034,0,16000,A,RENT,50000,50,0-15,0-8
12763,0,12400,A,MORTGAGE,78000,23,15-30,0-8
19531,0,5000,B,MORTGAGE,66000,23,0-15,11-Aug
25864,0,4975,B,RENT,55000,39,0-15,11-13.5
13629,0,8400,A,RENT,49872,35,0-15,0-8
20010,0,10000,E,RENT,72000,24,0-15,Missing
21408,0,10000,B,MORTGAGE,98784,33,0-15,Missing
608,0,10000,D,RENT,38200,25,0-15,13.5+
22030,0,6000,E,RENT,27840,32,0-15,Missing
27474,0,15000,B,RENT,102000,28,15-30,11-13.5
22632,0,23000,B,OWN,160000,28,15-30,11-13.5
18275,0,4000,A,RENT,35000,33,0-15,0-8
12230,0,35000,C,MORTGAGE,1.00E+05,32,0-15,Missing
3632,0,6000,C,MORTGAGE,45516,29,15-30,11-13.5
13687,0,20000,B,RENT,125000,27,0-15,11-Aug
16183,0,24000,B,RENT,58000,28,15-30,11-Aug
20565,0,16500,B,RENT,47000,23,0-15,11-Aug
16071,0,12000,D,RENT,57840,23,0-15,13.5+
6246,0,10000,C,MORTGAGE,54000,33,0-15,13.5+
3571,0,35000,A,RENT,156000,34,0-15,Missing
8446,0,3500,C,RENT,38400,22,0-15,13.5+
7324,0,4200,A,RENT,60000,31,0-15,11-Aug
15377,0,18000,A,MORTGAGE,94200,23,0-15,0-8
24291,0,12000,E,OWN,65000,24,0-15,13.5+
9039,0,14000,A,RENT,45000,31,0-15,0-8
27699,0,6000,B,RENT,240000,28,0-15,11-13.5
17701,0,17475,A,RENT,58000,22,0-15,0-8
12375,0,2000,A,MORTGAGE,46000,24,15-30,0-8
10179,0,15000,B,RENT,61800,24,0-15,Missing
6927,0,4500,B,RENT,19600,34,0-15,11-Aug
14199,0,19000,A,MORTGAGE,104000,24,0-15,Missing
28580,0,3975,C,OWN,17721,39,0-15,11-13.5
12522,0,8800,B,MORTGAGE,119000,27,0-15,Missing
23523,0,10000,C,RENT,50000,22,15-30,13.5+
22022,0,15200,B,MORTGAGE,51000,22,0-15,11-Aug
11023,0,15000,A,MORTGAGE,125000,24,0-15,0-8
3650,0,10000,B,MORTGAGE,60000,30,0-15,11-13.5
18460,0,8400,A,MORTGAGE,120000,27,0-15,0-8
15520,0,1000,C,MORTGAGE,30000,23,0-15,13.5+
28301,0,25000,B,MORTGAGE,145000,29,0-15,11-Aug
17035,0,18000,A,MORTGAGE,117000,33,0-15,Missing
12592,0,8500,A,RENT,66200,23,0-15,Missing
10437,0,1500,A,RENT,71000,22,0-15,0-8
5274,0,3000,B,RENT,43949,23,0-15,11-13.5
27931,0,7000,A,MORTGAGE,45180,33,0-15,0-8
13878,0,20000,B,MORTGAGE,65004,26,0-15,11-Aug
6577,0,6600,A,RENT,34800,23,0-15,0-8
11177,0,21000,B,RENT,110000,39,15-30,11-13.5
18391,0,1200,C,MORTGAGE,64500,24,0-15,13.5+
26047,0,5000,A,MORTGAGE,119000,64,0-15,0-8
22800,0,2600,A,MORTGAGE,28500,27,0-15,0-8
6370,0,35000,C,MORTGAGE,72400,24,0-15,13.5+
23387,0,12000,C,RENT,48715,28,0-15,11-13.5
4353,0,13250,A,RENT,45000,30,0-15,0-8
21947,0,11200,B,RENT,41600,24,0-15,11-Aug
6792,0,4000,A,RENT,48000,22,0-15,Missing
12044,0,15000,B,MORTGAGE,55000,46,0-15,11-Aug
10953,0,8500,B,RENT,47000,25,0-15,11-Aug
25259,0,10000,A,MORTGAGE,199000,28,15-30,11-Aug
11917,0,10000,A,RENT,54000,35,Missing,0-8
18945,0,5600,B,OWN,56000,34,0-15,11-13.5
5031,0,24000,A,MORTGAGE,150000,40,15-30,0-8
28065,0,5000,D,RENT,39996,24,0-15,11-13.5
13170,0,5000,A,MORTGAGE,105000,34,0-15,0-8
22013,0,20000,C,MORTGAGE,135000,25,0-15,11-13.5
10559,0,8500,A,MORTGAGE,73000,32,0-15,0-8
15936,0,7000,C,RENT,27000,29,0-15,13.5+
2797,0,11500,A,MORTGAGE,29000,23,0-15,0-8
25369,0,10000,B,RENT,50000,29,0-15,11-13.5
19182,0,3000,B,RENT,28000,24,0-15,11-Aug
9010,0,3000,A,RENT,24000,33,0-15,0-8
19052,0,2500,B,OWN,22200,28,Missing,11-13.5
2997,0,17000,A,MORTGAGE,60000,31,0-15,11-Aug
28950,0,19950,B,MORTGAGE,116000,25,0-15,11-Aug
22260,0,15000,D,MORTGAGE,83000,35,15-30,Missing
31,0,9600,A,RENT,68004,22,0-15,0-8
23927,0,6000,B,MORTGAGE,60380,31,0-15,11-13.5
5136,0,10000,B,RENT,125000,28,0-15,11-Aug
17118,0,5000,B,RENT,24000,28,0-15,11-13.5
27941,0,4500,C,RENT,47000,31,0-15,11-13.5
7494,0,6000,A,RENT,62000,34,0-15,0-8
9425,0,1500,C,RENT,27340,41,0-15,11-13.5
6588,0,35000,C,MORTGAGE,80000,27,0-15,Missing
16751,0,3600,A,RENT,55000,31,0-15,0-8
16559,0,10000,B,RENT,95000,29,0-15,11-Aug
6825,0,7500,A,RENT,48000,30,0-15,0-8
7525,0,6000,B,RENT,52000,47,0-15,11-Aug
2872,0,8500,B,RENT,74000,22,0-15,11-13.5
23895,0,4800,D,RENT,55000,25,0-15,13.5+
15613,0,1000,B,RENT,30000,31,0-15,11-Aug
13301,0,20000,B,MORTGAGE,170000,26,0-15,11-Aug
1652,0,20000,B,RENT,57000,28,15-30,11-13.5
889,0,12875,A,MORTGAGE,57000,22,0-15,0-8
16412,0,18000,A,RENT,1.00E+05,32,0-15,Missing
19288,0,7000,B,RENT,30000,25,0-15,11-Aug
7351,0,5400,B,RENT,24000,26,0-15,11-13.5
25871,0,10000,A,RENT,42000,30,0-15,Missing
16289,0,24000,B,RENT,90000,30,0-15,11-13.5
22025,0,20000,C,RENT,70000,29,0-15,13.5+
6044,0,4000,B,MORTGAGE,65000,23,0-15,11-13.5
2116,0,5750,A,RENT,17000,21,0-15,11-Aug
16923,0,7000,A,MORTGAGE,87000,25,0-15,0-8
1833,0,3000,B,RENT,45600,57,15-30,11-Aug
9923,0,15000,B,MORTGAGE,76000,22,0-15,11-Aug
13366,0,4800,A,MORTGAGE,22800,23,0-15,0-8
17800,0,7000,A,MORTGAGE,99996,32,15-30,0-8
19268,0,2000,C,RENT,44304,21,0-15,13.5+
11277,0,15000,C,MORTGAGE,60000,31,30-45,11-13.5
15653,0,9000,A,RENT,57500,23,0-15,0-8
6627,0,4200,D,OWN,24000,22,0-15,13.5+
16953,0,15000,B,MORTGAGE,65000,25,0-15,11-13.5
9650,0,6000,A,MORTGAGE,40000,36,0-15,11-Aug
21404,0,1500,B,MORTGAGE,87000,22,0-15,11-Aug
2413,0,3700,C,RENT,40000,28,0-15,13.5+
7236,0,6000,B,RENT,35004,24,0-15,11-Aug
24383,0,13750,C,MORTGAGE,160000,26,0-15,Missing
7322,0,5000,A,RENT,19140,21,Missing,11-Aug
23036,0,8000,A,OWN,95000,26,0-15,Missing
3300,0,7500,A,MORTGAGE,26400,25,0-15,11-Aug
22103,0,16525,C,RENT,70000,26,0-15,13.5+
15458,0,25000,E,RENT,84000,28,0-15,13.5+
6069,0,3700,B,MORTGAGE,186000,27,0-15,11-Aug
20230,0,14000,C,RENT,60000,22,0-15,11-13.5
11104,0,15000,B,MORTGAGE,107004,38,0-15,11-Aug
8892,0,3500,A,RENT,35000,24,0-15,0-8
17396,0,9600,A,MORTGAGE,60000,28,0-15,0-8
6236,0,12100,D,MORTGAGE,74000,27,0-15,13.5+
6390,0,3200,B,RENT,56000,29,0-15,Missing
19661,0,20000,C,RENT,132000,27,0-15,11-13.5
2459,0,6000,A,RENT,24000,69,0-15,0-8
2853,0,5400,C,RENT,54000,27,0-15,13.5+
6122,0,7775,A,MORTGAGE,42000,43,0-15,0-8
26507,0,5000,A,RENT,95004,23,0-15,11-Aug
14657,0,24000,D,RENT,55000,35,0-15,13.5+
7717,0,8350,A,RENT,77100,26,0-15,0-8
24177,0,10000,B,RENT,39996,23,0-15,Missing
19618,0,10000,A,OWN,35004,22,0-15,0-8
12305,0,4000,B,RENT,39000,27,0-15,11-Aug
15347,0,7000,A,OWN,14400,36,0-15,0-8
14951,0,8000,A,MORTGAGE,86004,32,15-30,0-8
11504,0,8875,A,MORTGAGE,30996,29,0-15,0-8
16637,0,10000,C,MORTGAGE,138000,36,0-15,13.5+
5239,0,2200,D,RENT,15000,21,0-15,Missing
2877,0,7000,A,MORTGAGE,45600,40,15-30,0-8
26662,0,12000,F,RENT,70802,22,0-15,Missing
5637,0,9800,A,MORTGAGE,80000,43,0-15,0-8
25775,0,6000,A,MORTGAGE,66000,30,0-15,0-8
13978,0,1375,A,RENT,37500,38,0-15,0-8
24408,0,8000,C,RENT,30000,24,0-15,13.5+
7020,0,7000,B,RENT,30000,31,0-15,11-13.5
22171,0,9000,A,RENT,44000,25,0-15,11-Aug
23735,0,6000,A,RENT,30000,26,0-15,0-8
14150,0,3600,C,RENT,10800,22,Missing,11-13.5
9202,0,8000,B,RENT,31200,23,0-15,11-13.5
5869,0,3000,C,RENT,38400,30,Missing,11-13.5
26947,0,10000,A,MORTGAGE,48000,23,0-15,11-Aug
9398,0,1350,B,RENT,23004,21,0-15,11-Aug
18556,0,8000,B,RENT,30996,22,0-15,11-13.5
5599,0,35000,D,MORTGAGE,97000,23,0-15,13.5+
26265,0,12000,B,RENT,60000,25,0-15,11-13.5
10448,0,7000,A,RENT,52000,21,15-30,0-8
1865,0,8000,B,RENT,25000,26,0-15,11-13.5
7367,0,3600,B,RENT,65000,23,0-15,11-Aug
18064,0,6000,A,MORTGAGE,113217.4,24,0-15,0-8
11394,0,15000,B,MORTGAGE,172000,24,0-15,11-Aug
16950,0,4000,A,RENT,40000,22,0-15,Missing
1429,0,15000,E,OWN,48000,29,0-15,13.5+
1300,0,7000,B,RENT,48000,26,15-30,11-13.5
1061,0,5200,C,OWN,107800,32,0-15,13.5+
24334,0,16500,B,OWN,75000,24,0-15,11-13.5
18693,0,4800,A,RENT,65000,24,0-15,0-8
10839,0,4000,A,RENT,38400,24,0-15,0-8
12279,0,6000,A,MORTGAGE,120000,26,0-15,Missing
7295,0,12000,A,MORTGAGE,117960,38,0-15,Missing
24627,0,2500,A,MORTGAGE,42000,29,0-15,0-8
14077,0,25000,E,MORTGAGE,140000,28,0-15,13.5+
7522,0,10000,D,RENT,27000,27,0-15,13.5+
18916,0,9000,B,RENT,60000,22,0-15,11-13.5
3424,0,10000,D,RENT,126000,35,15-30,13.5+
14090,0,15000,E,RENT,105504,23,0-15,13.5+
980,0,5000,A,MORTGAGE,138000,28,0-15,0-8
9041,0,3000,C,RENT,60000,26,0-15,13.5+
13462,0,10500,B,RENT,75000,28,0-15,11-Aug
28547,0,20000,D,MORTGAGE,80000,28,0-15,11-13.5
23623,0,8400,D,RENT,55600,27,0-15,Missing
26734,0,6000,D,MORTGAGE,61200,24,0-15,13.5+
12975,0,12000,A,RENT,34000,55,0-15,0-8
13782,0,24000,E,RENT,103832,28,15-30,13.5+
9686,0,11600,C,RENT,65000,32,0-15,11-13.5
9722,0,8000,A,OWN,46000,27,Missing,Missing
3385,0,24000,E,MORTGAGE,85000,28,0-15,13.5+
3678,0,10000,C,MORTGAGE,85000,24,0-15,Missing
21752,0,12000,D,RENT,34000,26,0-15,13.5+
10994,0,9000,D,MORTGAGE,70000,48,30-45,13.5+
18650,0,22750,B,MORTGAGE,80004,28,0-15,11-13.5
25015,0,20000,B,MORTGAGE,190000,26,0-15,11-13.5
627,0,7000,C,RENT,42000,22,0-15,13.5+
16685,0,8500,A,MORTGAGE,60900,55,0-15,0-8
898,0,6900,B,MORTGAGE,35000,21,0-15,11-13.5
27412,0,7500,B,RENT,22880,54,0-15,11-13.5
5183,0,4000,B,RENT,60000,32,0-15,11-Aug
28514,0,15000,C,RENT,57720,27,0-15,Missing
27769,0,7500,B,RENT,36684,41,0-15,11-Aug
2154,0,3000,B,RENT,40000,37,0-15,11-13.5
21459,0,15000,B,OWN,75000,24,15-30,Missing
6338,0,3725,B,RENT,140000,46,0-15,Missing
26915,0,12000,C,RENT,63996,21,0-15,13.5+
25654,0,25000,B,MORTGAGE,220000,24,0-15,11-13.5
27139,0,3700,A,RENT,27996,21,0-15,0-8
9554,0,4000,A,RENT,52000,31,0-15,0-8
20595,0,10000,B,RENT,35000,27,0-15,11-Aug
10577,0,7000,B,RENT,50000,21,0-15,11-Aug
11809,0,12750,A,MORTGAGE,80000,31,0-15,0-8
2934,0,7000,D,MORTGAGE,120000,29,0-15,Missing
18594,0,8000,A,MORTGAGE,115000,24,0-15,0-8
12310,0,6000,B,RENT,32000,30,0-15,Missing
21344,0,5525,C,MORTGAGE,79440,33,0-15,13.5+
6805,0,8150,C,MORTGAGE,41979.6,34,0-15,13.5+
3193,0,6000,A,MORTGAGE,41000,23,0-15,0-8
11975,0,10000,B,MORTGAGE,120000,25,15-30,11-Aug
1082,0,35000,A,MORTGAGE,120000,29,0-15,11-Aug
16660,0,8000,B,MORTGAGE,81120,38,0-15,11-13.5
14001,0,4750,B,RENT,39996,34,0-15,11-Aug
5232,0,1600,B,RENT,25000,25,0-15,11-Aug
9715,0,5000,A,RENT,15600,32,0-15,0-8
7069,0,3600,A,RENT,36000,22,0-15,0-8
4261,0,2500,A,OWN,15300,21,0-15,0-8
17288,0,1800,D,RENT,4800,22,0-15,13.5+
8615,0,4000,B,MORTGAGE,55000,29,0-15,11-Aug
11469,0,3000,C,RENT,14400,21,0-15,11-13.5
1594,0,35000,E,RENT,2.00E+05,32,0-15,13.5+
16853,0,14000,D,RENT,60000,23,0-15,13.5+
16477,0,4000,A,MORTGAGE,65200,22,0-15,0-8
26040,0,12250,B,RENT,27996,27,0-15,11-13.5
2496,0,3600,C,RENT,18000,29,0-15,13.5+
18122,0,15000,D,MORTGAGE,76872,49,0-15,13.5+
6381,0,10200,D,RENT,70000,28,0-15,13.5+
7179,0,5000,C,MORTGAGE,120000,22,0-15,13.5+
22071,0,15000,E,OWN,69830,27,0-15,13.5+
26021,0,2800,B,RENT,24000,27,0-15,11-Aug
16264,0,12000,A,MORTGAGE,52000,25,0-15,0-8
2362,0,12000,B,RENT,30000,37,0-15,11-13.5
18772,0,10000,B,MORTGAGE,74004,29,0-15,11-13.5
21932,0,18000,C,RENT,56000,24,0-15,11-13.5
28209,0,5700,B,RENT,36000,28,0-15,11-Aug
1759,0,6000,A,MORTGAGE,45000,24,0-15,0-8
4391,0,5000,A,MORTGAGE,38000,35,0-15,0-8
2991,0,12000,D,MORTGAGE,62208,22,15-30,13.5+
28597,0,15000,C,MORTGAGE,1.00E+05,23,0-15,11-13.5
2680,0,8500,A,MORTGAGE,86706,30,0-15,0-8
11534,0,18000,A,MORTGAGE,82000,28,0-15,0-8
26100,0,3000,B,RENT,50000,37,0-15,11-13.5
24521,0,6000,C,MORTGAGE,30000,24,0-15,11-13.5
25651,0,8000,B,RENT,60000,23,0-15,11-13.5
12888,0,12000,A,MORTGAGE,62500,27,0-15,0-8
2257,0,2700,C,RENT,98450,24,15-30,11-13.5
9384,0,8000,A,RENT,62000,40,0-15,11-Aug
18844,0,6000,B,RENT,53000,24,0-15,11-13.5
3698,0,6000,A,RENT,110000,53,0-15,0-8
15497,0,16000,D,RENT,68000,30,0-15,13.5+
22173,0,25000,B,MORTGAGE,113000,22,15-30,11-13.5
27418,0,10000,A,MORTGAGE,37500,36,0-15,11-Aug
4865,0,10700,C,MORTGAGE,117000,38,0-15,13.5+
24802,0,9000,A,MORTGAGE,54000,26,0-15,11-Aug
21824,0,4000,B,MORTGAGE,72500,35,0-15,11-Aug
525,0,18000,A,MORTGAGE,70000,31,0-15,11-Aug
3820,0,28000,B,MORTGAGE,4.00E+05,43,0-15,11-Aug
4743,0,7200,A,MORTGAGE,78000,26,0-15,0-8
16097,0,8000,B,MORTGAGE,50000,22,0-15,11-13.5
7477,0,2500,B,MORTGAGE,84000,21,30-45,11-Aug
3048,0,3775,B,MORTGAGE,55000,26,0-15,11-13.5
3037,0,7000,A,OWN,160000,22,0-15,11-Aug
3274,0,3125,A,MORTGAGE,42000,24,0-15,11-Aug
1024,0,10000,B,RENT,52000,24,0-15,11-13.5
14380,0,20000,A,MORTGAGE,97000,33,0-15,0-8
20540,0,10000,D,MORTGAGE,42000,23,0-15,13.5+
3702,0,11000,B,MORTGAGE,46000,26,0-15,11-13.5
7153,0,11200,B,RENT,45000,23,0-15,11-Aug
13218,0,14400,B,MORTGAGE,50000,23,0-15,11-Aug
21606,0,15000,C,MORTGAGE,95000,23,0-15,11-13.5
17195,0,4800,A,RENT,27000,21,0-15,0-8
11440,0,5000,B,RENT,31100,29,0-15,11-Aug
8970,0,6000,A,MORTGAGE,114000,40,0-15,0-8
3898,0,7000,A,MORTGAGE,96000,30,0-15,0-8
5976,0,10000,A,RENT,45500,22,0-15,0-8
1964,0,2500,B,OWN,61440,23,0-15,Missing
1322,0,15000,C,MORTGAGE,55000,25,0-15,13.5+
17400,0,15000,A,OWN,43000,27,15-30,0-8
22831,0,8000,F,OWN,115000,25,0-15,13.5+
4971,0,9000,A,MORTGAGE,61200,23,0-15,Missing
25295,0,20000,C,MORTGAGE,120000,26,15-30,13.5+
21269,0,6000,B,MORTGAGE,38268,24,Missing,11-Aug
9217,0,1200,A,MORTGAGE,69600,23,0-15,0-8
19914,0,20000,D,RENT,65004,36,0-15,13.5+
19387,0,25000,B,RENT,63000,28,0-15,11-13.5
4082,0,17000,A,MORTGAGE,87000,23,0-15,0-8
7865,0,6000,A,MORTGAGE,116700,22,0-15,11-Aug
14736,0,18000,D,RENT,180000,30,0-15,13.5+
5076,0,35000,E,RENT,150000,33,0-15,13.5+
28811,0,7500,B,RENT,96000,27,0-15,11-Aug
26505,0,8000,E,MORTGAGE,80000,23,0-15,13.5+
6424,0,15000,D,MORTGAGE,89000,28,0-15,13.5+
949,0,12000,A,MORTGAGE,60000,22,Missing,0-8
20825,0,21250,B,RENT,53000,22,0-15,11-Aug
23989,0,7000,A,RENT,36000,26,0-15,11-Aug
16184,0,2000,B,OWN,53004,25,0-15,11-Aug
12417,0,6000,B,RENT,30000,22,0-15,11-Aug
10288,0,5000,B,RENT,60000,26,0-15,11-Aug
22967,0,12000,A,RENT,56000,24,0-15,11-Aug
22423,0,8000,B,MORTGAGE,79560,26,15-30,11-13.5
26346,0,16750,C,MORTGAGE,60000,22,0-15,11-13.5
2765,0,10000,A,MORTGAGE,79200,36,15-30,0-8
3178,0,2400,A,RENT,50000,34,0-15,Missing
23904,0,20000,G,RENT,65000,29,0-15,13.5+
22870,0,12500,C,MORTGAGE,135000,24,0-15,Missing
25031,0,5000,A,OWN,33004,23,0-15,11-Aug
11631,0,35000,A,MORTGAGE,3.00E+05,27,15-30,Missing
13411,0,20000,E,MORTGAGE,80600,24,0-15,13.5+
4067,0,6400,B,RENT,50000,25,0-15,11-Aug
24168,0,9250,A,RENT,24996,25,0-15,11-Aug
18342,0,25000,B,MORTGAGE,2.00E+05,37,0-15,11-Aug
15060,0,25000,B,MORTGAGE,75000,22,15-30,11-Aug
25301,0,14500,C,RENT,45000,25,0-15,11-13.5
22373,0,11000,B,RENT,42000,30,0-15,11-13.5
18334,0,11000,B,RENT,42000,29,0-15,11-Aug
11503,0,1500,B,MORTGAGE,80000,22,0-15,11-Aug
4768,0,20000,C,MORTGAGE,201000,33,0-15,13.5+
19375,0,23500,B,MORTGAGE,46000,25,0-15,11-Aug
23838,0,20000,C,MORTGAGE,82000,26,0-15,13.5+
3976,0,6000,A,MORTGAGE,76486.08,26,0-15,0-8
25346,0,16000,E,RENT,57000,28,0-15,13.5+
15217,0,10400,A,RENT,51000,23,0-15,Missing
12124,0,6800,A,MORTGAGE,50000,22,0-15,0-8
10242,0,5600,B,RENT,52884,29,0-15,11-13.5
5819,0,10500,A,MORTGAGE,155004,25,0-15,0-8
22414,0,6500,B,RENT,32200,22,0-15,11-13.5
9356,0,9600,A,MORTGAGE,69000,25,0-15,0-8
21131,0,10000,C,MORTGAGE,195000,43,0-15,11-13.5
6385,0,7500,B,RENT,30000,23,0-15,Missing
22615,0,24000,D,OWN,160000,36,15-30,13.5+
4916,0,5325,B,MORTGAGE,82000,24,0-15,Missing
5409,0,5000,C,RENT,32000,23,0-15,13.5+
8826,0,3000,B,MORTGAGE,1.00E+05,22,15-30,11-13.5
25687,0,5000,B,RENT,54000,25,0-15,11-13.5
14542,0,6400,A,OWN,20000,31,0-15,0-8
5013,0,5200,A,RENT,40000,39,0-15,0-8
12571,0,5000,B,RENT,45000,25,0-15,11-Aug
21039,0,25000,C,MORTGAGE,89000,24,0-15,11-13.5
24518,0,20000,B,MORTGAGE,106226,25,0-15,11-13.5
24669,0,5000,C,RENT,39996,25,0-15,11-13.5
16062,0,20000,B,RENT,90000,23,0-15,11-13.5
25636,0,25000,B,MORTGAGE,90000,32,0-15,11-13.5
18583,0,6000,B,MORTGAGE,110000,35,0-15,Missing
23144,0,1200,C,MORTGAGE,27600,23,0-15,13.5+
17082,0,7000,C,RENT,54000,22,0-15,13.5+
24635,0,7200,A,RENT,112123,28,0-15,11-Aug
12841,0,4500,C,RENT,39996,22,0-15,11-13.5
17745,0,1000,B,RENT,27600,36,0-15,11-13.5
24048,0,5000,D,MORTGAGE,77004,24,15-30,13.5+
8544,0,2000,B,OWN,54000,22,0-15,11-Aug
17108,0,8000,C,RENT,65000,23,0-15,13.5+
20642,0,10000,B,RENT,53000,27,0-15,11-Aug
16649,0,12000,C,RENT,42000,21,0-15,11-13.5
13913,0,15000,A,MORTGAGE,55000,23,0-15,0-8
14877,0,8000,A,RENT,40000,24,0-15,0-8
11459,0,10000,C,RENT,30000,27,0-15,11-13.5
24664,0,9600,D,RENT,42000,28,0-15,13.5+
13709,0,8000,B,MORTGAGE,99000,44,0-15,11-Aug
16208,0,2000,G,RENT,30000,24,0-15,13.5+
3109,0,24000,C,RENT,206000,28,0-15,Missing
26030,0,3000,A,MORTGAGE,52000,26,0-15,11-Aug
16756,0,3000,C,RENT,39996,22,0-15,13.5+
6382,0,6000,B,RENT,47000,24,15-30,11-Aug
19727,0,25000,C,MORTGAGE,110004,41,0-15,11-13.5
18317,0,1500,B,RENT,31200,25,15-30,11-13.5
3841,0,7000,A,RENT,60000,23,0-15,0-8
16310,0,5400,D,MORTGAGE,85000,25,0-15,13.5+
14531,0,3600,A,MORTGAGE,121000,23,0-15,0-8
4754,0,2500,B,OWN,12000,24,0-15,11-13.5
17842,0,20000,D,MORTGAGE,120000,69,0-15,13.5+
8237,0,6000,B,RENT,49000,33,0-15,11-Aug
6183,0,5000,B,MORTGAGE,140000,28,0-15,11-13.5
5770,0,7200,B,RENT,35004,25,0-15,11-Aug
23029,0,17500,B,RENT,44000,25,0-15,11-13.5
24695,0,6000,C,RENT,57996,35,0-15,13.5+
19706,0,25000,F,MORTGAGE,116000,39,15-30,13.5+
11938,0,8500,A,MORTGAGE,60000,29,0-15,0-8
9730,0,3600,D,MORTGAGE,43000,23,0-15,13.5+
27886,0,2000,B,RENT,54000,29,0-15,11-Aug
4370,0,6000,B,MORTGAGE,40058,22,0-15,11-Aug
26752,0,9000,C,RENT,77496,24,0-15,11-13.5
21690,0,8500,A,MORTGAGE,65000,24,0-15,0-8
9087,0,15000,D,MORTGAGE,45000,29,0-15,13.5+
25456,0,5000,B,RENT,64500,52,0-15,11-13.5
12288,0,8000,C,MORTGAGE,123000,24,0-15,11-13.5
22105,0,25000,D,MORTGAGE,204000,27,0-15,13.5+
582,0,12500,B,RENT,58000,28,0-15,11-13.5
4676,0,2600,A,RENT,1.00E+05,25,0-15,0-8
3110,0,11200,C,RENT,46000,31,0-15,13.5+
3596,0,7500,A,RENT,55000,24,0-15,0-8
2932,0,6600,A,MORTGAGE,47000,26,0-15,0-8
13661,0,22000,B,MORTGAGE,90000,37,0-15,11-Aug
17004,0,11000,A,MORTGAGE,39500,28,0-15,0-8
6861,0,7250,B,MORTGAGE,49000,38,0-15,11-13.5
13246,0,12000,B,MORTGAGE,60000,22,0-15,11-Aug
17912,0,12000,A,MORTGAGE,124000,34,0-15,0-8
12221,0,11400,A,RENT,41500,26,0-15,0-8
28673,0,2000,A,RENT,30000,24,0-15,11-Aug
13431,0,18000,B,MORTGAGE,95000,32,0-15,11-13.5
28297,0,16000,E,MORTGAGE,95827,28,0-15,13.5+
13253,0,8000,A,OWN,48000,32,0-15,0-8
20744,0,20000,B,MORTGAGE,102000,26,0-15,11-13.5
3136,0,5000,B,MORTGAGE,48000,38,0-15,11-Aug
27827,0,3200,D,RENT,33888,37,0-15,11-13.5
16905,0,6000,C,RENT,30000,31,0-15,11-13.5
6397,0,3600,B,RENT,60000,23,0-15,11-Aug
20888,0,6000,D,RENT,54000,27,0-15,13.5+
1444,0,25000,A,MORTGAGE,90000,38,0-15,Missing
19703,0,10000,B,OWN,73500,28,15-30,11-Aug
23014,0,18600,C,RENT,99700,28,0-15,13.5+
18613,0,12000,A,RENT,54996,26,0-15,0-8
14605,0,16000,A,MORTGAGE,96000,26,0-15,0-8
11660,0,12000,A,RENT,42000,24,0-15,0-8
11516,0,4000,C,OWN,49200,24,15-30,11-13.5
20166,0,1600,B,MORTGAGE,91384.08,33,15-30,11-Aug
4204,0,15600,A,MORTGAGE,90000,32,0-15,0-8
6697,0,3000,A,RENT,50000,23,0-15,11-Aug
18182,0,5000,B,MORTGAGE,46000,37,0-15,11-Aug
5836,0,16000,A,RENT,80000,27,0-15,0-8
